label,p1,p2,p3,p4,p5,r1,r2,r3,r4,r5
ট,-40.82,42.92,53.21,38.84,27.17,-57.15,-0.07,37.18,39.73,31.81
ট,-40.99,41.89,52.13,38.2,26.84,-55.94,1.9,38.65,40.92,32.93
ট,-43.31,38.94,49.56,35.75,25.23,-53.71,1.22,35.6,38.6,31.37
ট,-48.69,31.99,41.67,28.41,18.83,-39.98,3.33,32.76,35.6,29.91
ট,-63.8,15.51,23.83,14.2,8.03,-25.45,-0.39,21.45,27.01,24.79
ট,-63.6,15.84,24.34,15.5,9.63,-23.8,0.13,21.61,27.28,24.92
ট,-78.56,6.36,15.56,8.66,4.26,-32.06,-5.11,12.88,19.76,19.37
ট,-62.98,16.71,24.72,14.48,8.35,-28.35,3.0,25.3,29.78,26.37
ট,-68.63,9.78,17.68,9.28,4.17,-11.62,-0.59,18.45,23.7,21.99
ট,-65.46,13.01,20.87,11.66,6.08,-16.57,2.23,23.01,27.91,25.33
ট,-48.38,16.56,18.9,8.79,3.94,-12.65,17.92,41.19,41.61,35.11
ট,-67.06,20.99,32.35,21.71,13.82,-52.52,-9.37,12.22,20.83,20.27
ট,-66.28,3.64,10.75,3.4,0.28,-3.15,-2.23,15.09,21.42,20.58
ট,-72.36,-6.94,4.08,-19.61,-17.72,-52.47,-4.21,12.68,12.43,20.01
ট,-71.78,-31.42,-24.19,-7.27,-6.12,-53.68,-2.0,16.44,22.06,24.91
ট,-71.48,-21.47,-6.89,-7.77,-6.91,-58.54,-2.13,19.6,23.38,25.51
ট,-70.82,-1.83,16.37,-12.54,-21.89,-56.48,-2.8,18.06,13.49,23.09
ট,-59.0,0.79,17.53,2.75,-3.66,-74.14,0.0,25.5,28.21,27.84
ট,-44.86,6.74,18.34,3.02,-3.54,-66.0,1.12,25.09,29.23,27.25
ট,-53.69,-9.62,7.97,-1.28,-6.93,-54.48,4.14,24.77,28.68,26.57
ট,-51.67,-11.01,-1.69,-4.48,-9.72,-72.98,1.36,22.04,27.28,25.93
ট,-66.53,7.74,15.1,6.83,0.37,-66.59,0.75,20.81,27.15,26.49
ট,-56.71,11.84,15.88,5.98,-1.1,-25.43,3.03,23.61,28.59,27.44
ট,-64.71,10.55,15.27,5.92,-1.29,-24.45,1.3,21.22,27.04,26.17
ট,-63.78,10.68,15.86,6.81,-0.07,-27.45,1.15,21.62,27.65,26.53
ট,-60.54,10.41,14.6,5.46,-1.19,-24.4,5.24,26.32,31.22,29.2
ট,-63.15,10.83,16.26,7.21,0.24,-27.29,2.18,23.24,28.79,27.11
ট,-64.75,8.84,13.76,5.29,-1.03,-25.68,1.78,22.02,27.73,26.51
ট,-64.75,9.18,14.46,5.9,-0.47,-26.8,1.5,22.11,27.83,26.74
ট,-62.58,9.72,14.39,5.84,-0.35,-25.1,4.01,25.02,30.05,28.28
ট,-65.68,7.98,13.28,5.07,-1.1,-24.69,1.67,22.05,27.68,26.6
ট,-67.83,8.11,14.05,5.89,-0.96,-28.52,-0.86,19.53,25.9,25.49
ট,-61.95,10.19,14.8,6.33,-0.44,-25.45,4.77,26.19,31.12,29.21
ট,-63.0,11.04,16.08,7.29,0.1,-29.72,2.79,24.21,29.28,27.74
ট,-62.37,10.52,15.13,6.54,-0.3,-26.58,4.35,25.85,30.64,28.77
ট,-63.39,10.18,14.9,6.11,-0.66,-26.82,3.41,24.89,30.06,28.44
ট,-63.84,11.07,16.37,7.42,0.24,-30.38,2.19,23.66,28.94,27.39
ট,-64.13,8.53,13.48,5.4,-1.01,-23.66,3.97,24.87,29.87,28.29
ট,-64.45,8.45,13.47,5.36,-0.78,-24.19,3.64,24.5,29.58,28.14
ট,-51.15,15.97,14.47,2.05,-6.13,-28.38,7.01,31.93,34.05,31.08
ট,-62.46,18.39,30.3,20.99,11.88,-65.49,-5.9,17.6,26.7,26.12
ট,-58.29,24.28,35.34,23.38,12.74,-77.7,-13.68,10.86,21.62,22.37
ট,-60.03,19.96,27.94,17.03,8.2,-56.83,-3.87,20.28,27.76,26.7
ট,-65.94,16.5,26.53,16.65,7.54,-66.97,-10.29,12.0,21.67,22.34
ট,-58.18,18.94,25.48,14.65,6.04,-50.21,1.11,25.76,31.58,29.33
ট,-58.54,17.61,23.72,12.98,4.49,-46.39,1.7,25.99,31.67,29.46
ট,-61.06,15.82,22.21,12.15,3.97,-46.64,-0.04,23.34,29.47,27.91
ট,-53.28,19.69,23.46,12.33,4.37,-41.52,7.63,33.41,37.17,33.47
ট,-57.64,13.6,18.28,8.44,1.18,-35.38,6.03,29.35,33.72,31.04
ট,-56.74,16.3,20.89,10.37,3.22,-39.1,6.15,30.17,34.61,31.52
ট,-56.3,16.42,20.79,10.24,2.87,-38.8,6.31,30.63,35.0,31.93
ট,-54.36,17.34,21.36,10.58,3.07,-38.31,8.17,32.74,36.73,33.04
ট,-57.79,15.19,19.8,9.68,2.52,-38.17,5.57,29.35,33.83,31.25
ট,-57.48,15.68,20.27,9.99,2.68,-38.89,5.63,29.51,33.94,31.33
ট,-58.29,14.64,19.56,9.43,1.91,-37.18,5.11,28.53,32.96,30.53
ট,-66.16,3.22,9.44,2.82,-2.89,-21.85,2.35,22.25,27.35,26.25
ট,-66.88,2.99,9.64,3.43,-2.27,-21.61,2.02,21.87,26.77,25.62
ট,-71.29,-8.31,-1.94,-5.01,-8.73,8.15,0.05,15.94,20.39,20.34
ট,-69.06,-6.75,-0.71,-4.55,-8.59,5.27,1.93,18.71,22.78,22.21
ট,-69.5,-6.82,-0.51,-4.22,-8.19,6.24,1.26,17.78,21.83,21.43
ট,-66.25,-3.18,2.15,-2.55,-7.0,-1.73,4.65,22.55,26.44,25.3
ট,-62.41,4.28,8.82,2.01,-3.4,-17.9,6.34,26.78,30.46,28.36
ট,-68.36,3.06,8.9,2.08,-3.64,-20.34,1.42,20.76,25.6,24.8
ট,-68.36,2.54,7.3,0.97,-4.45,-16.31,1.64,20.47,25.67,24.7
ট,-67.88,-0.09,4.45,-1.15,-5.79,-10.43,3.37,21.86,26.4,25.25
ট,-61.77,0.97,4.06,-2.06,-6.8,-10.56,8.46,27.94,31.13,28.8
ট,-62.65,1.62,4.95,-1.23,-6.04,-11.49,7.34,26.7,30.18,28.16
ট,-61.97,5.51,8.97,1.84,-4.17,-19.56,7.55,28.37,31.89,29.55
ট,-59.29,7.79,10.35,2.74,-3.31,-20.82,9.91,31.24,34.36,31.41
ট,-61.31,13.5,18.72,9.97,2.46,-39.3,3.77,26.99,31.86,29.54
ট,-60.3,14.25,19.39,10.42,2.75,-40.83,4.7,28.57,33.06,30.45
ট,-59.65,13.59,18.52,9.7,2.21,-37.73,5.5,29.19,33.42,30.63
ট,-58.83,15.08,19.99,10.6,3.15,-40.24,5.6,30.18,34.21,31.14
ট,-62.57,12.31,18.32,9.94,2.78,-40.63,2.26,25.28,30.45,28.41
ট,-56.92,15.05,19.33,10.38,3.18,-36.93,7.59,31.94,35.64,32.29
ট,-64.4,9.41,15.32,7.5,0.61,-35.91,2.54,24.36,29.4,27.76
ট,-62.69,10.31,15.65,7.6,0.67,-34.61,4.4,26.84,31.47,29.46
ট,-61.56,11.31,16.2,7.96,1.15,-35.24,4.4,27.28,31.6,29.28
ট,-60.69,11.76,16.97,8.22,1.4,-36.95,4.56,27.38,31.63,29.18
ট,-62.24,9.31,13.65,5.78,-0.31,-32.06,6.1,28.32,32.42,30.1
ট,-60.52,8.95,13.19,5.5,-0.83,-30.1,7.35,29.91,33.37,30.7
ট,-65.97,6.58,12.34,5.26,-1.26,-32.61,2.62,24.29,29.02,27.36
ট,-55.47,16.3,20.08,10.04,2.57,-35.09,7.05,32.69,35.92,32.59
ট,-61.13,15.12,22.04,13.01,5.24,-45.06,1.87,26.17,31.07,28.76
ট,-50.0,10.68,11.19,2.45,-3.02,-20.71,18.61,42.28,43.05,38.17
ট,-49.54,11.1,11.69,3.05,-2.39,-21.44,18.47,42.42,43.12,38.1
ট,-58.02,10.67,14.47,6.16,-0.25,-29.21,8.41,31.39,34.43,31.33
ট,-56.48,16.31,21.2,11.66,4.04,-39.62,6.74,31.92,35.52,32.17
ট,-54.54,17.24,21.5,11.77,4.03,-39.94,8.6,34.47,37.65,33.73
ট,-56.03,16.43,21.2,11.95,4.02,-41.48,7.04,32.38,36.13,32.66
ট,-53.09,17.64,21.52,11.89,4.16,-38.35,10.66,36.88,39.51,35.04
ট,-60.58,14.17,20.33,11.51,3.85,-43.24,3.47,27.73,32.41,30.15
ট,-56.29,16.02,20.52,11.17,3.43,-39.26,7.63,32.87,36.48,32.98
ট,-53.19,16.66,21.05,11.85,4.65,-38.54,10.28,36.32,39.36,35.21
ট,-58.35,16.95,23.84,14.42,6.2,-49.81,1.58,26.64,31.81,29.39
ট,-60.15,15.72,23.07,13.91,5.73,-50.67,0.24,24.77,30.4,28.37
ট,-60.54,14.66,21.09,12.35,4.84,-45.33,2.87,27.23,31.9,29.64
ট,-60.28,17.37,25.37,15.7,7.02,-55.4,-1.33,23.84,29.53,27.83
ট,-58.91,18.38,26.2,16.52,7.65,-57.57,-2.35,22.85,28.99,27.36
ট,-61.47,16.2,24.85,15.85,7.17,-56.93,-2.98,21.53,28.12,26.91
ট,-58.23,19.65,27.98,18.05,8.88,-58.99,-2.24,23.51,29.62,27.62
ট,-58.7,17.56,24.99,15.44,7.16,-53.34,0.34,25.57,31.11,28.87
ট,-61.83,14.96,23.14,14.39,6.09,-53.18,-1.27,22.96,28.9,27.32
ট,-62.7,12.18,19.08,10.86,3.21,-45.73,1.25,24.64,29.84,28.08
ট,-63.6,11.03,17.76,9.54,1.99,-44.18,1.65,24.95,29.7,27.93
ট,-56.41,9.24,13.42,5.37,-0.85,-33.97,8.7,31.9,35.15,31.97
ট,-51.75,11.41,14.85,6.14,-0.11,-34.93,11.71,35.95,38.59,34.48
ট,-55.96,16.89,24.13,14.67,6.48,-54.05,1.56,27.04,32.62,30.03
ট,-56.58,16.04,23.12,13.71,5.78,-51.74,2.4,27.46,32.72,30.19
ট,-57.48,14.05,20.33,11.29,3.98,-47.07,4.08,28.78,33.44,30.71
ট,-54.06,16.31,21.59,11.93,4.48,-47.13,5.77,31.19,35.22,31.94
ট,-58.42,10.1,15.14,7.15,0.57,-36.96,6.93,30.33,34.06,31.34
ট,-58.27,10.4,15.44,7.24,0.59,-37.52,6.77,30.04,33.95,31.14
ট,-56.64,12.07,17.01,8.47,1.69,-39.27,7.1,30.92,34.79,31.69
ট,-55.44,8.39,11.39,3.5,-2.21,-28.45,12.08,35.0,37.56,33.81
ট,-54.99,8.52,11.19,3.28,-2.33,-28.36,12.26,35.18,37.5,33.81
ট,-55.6,14.1,19.14,10.0,3.01,-42.67,6.37,31.11,35.11,31.84
ট,-61.02,4.87,9.4,2.33,-3.48,-31.69,6.22,27.72,31.8,29.5
ট,-60.6,2.74,6.83,0.28,-4.62,-26.31,7.99,28.53,32.29,29.85
ট,-55.66,8.05,11.54,4.0,-1.48,-31.32,10.29,32.94,36.28,32.75
ট,-56.21,9.13,13.53,6.07,0.33,-34.57,8.59,31.66,35.32,32.1
ট,-57.84,9.9,15.62,8.06,1.78,-38.79,6.71,29.99,34.42,31.35
ট,-56.8,11.0,15.84,7.46,0.8,-40.61,6.73,30.52,34.59,31.78
ট,-55.41,17.15,24.74,15.78,7.62,-54.41,2.15,27.93,33.51,30.58
ট,-55.09,16.58,22.96,14.44,6.03,-56.77,1.18,26.61,32.48,29.87
ট,-55.21,16.18,22.42,13.96,5.94,-55.04,1.06,26.51,31.97,29.52
ট,-64.52,9.07,16.42,10.19,2.92,-53.19,-0.41,22.3,28.51,27.37
ট,-62.98,11.14,18.64,11.82,4.1,-57.21,-1.73,21.16,27.56,26.32
ট,-66.11,5.72,11.94,6.18,-0.01,-40.59,2.22,23.8,29.05,27.5
ট,-62.34,6.91,11.28,5.18,-0.97,-36.38,5.85,28.33,32.35,29.78
ট,-62.43,12.18,20.73,15.95,8.84,-69.59,-7.15,15.79,25.09,24.74
ট,-59.06,19.69,29.45,20.64,10.74,-66.83,-6.11,19.27,27.6,26.46
ট,-57.87,19.96,28.55,19.63,10.04,-61.63,-3.04,22.92,29.88,27.99
ট,-67.45,10.09,18.37,12.13,4.34,-56.79,-4.23,18.0,24.84,24.58
ট,-55.47,-0.52,-2.12,-8.32,-12.45,-2.5,14.63,33.96,34.22,31.12
ট,-66.28,15.93,22.89,12.2,3.36,-44.07,-3.05,18.61,24.5,24.41
ট,-64.14,19.75,27.61,15.78,5.85,-50.24,-3.73,19.62,26.07,25.8
ট,-55.36,28.79,37.01,23.48,12.19,-57.4,-0.46,27.63,31.96,29.32
ট,-59.38,24.81,33.51,20.47,9.65,-53.45,-1.42,24.73,29.42,28.06
ট,-57.53,24.95,32.63,19.52,9.19,-51.23,0.43,26.74,30.76,28.66
ট,-58.1,22.45,29.54,17.15,7.68,-44.4,3.01,28.51,32.03,29.52
ট,-56.83,23.73,30.57,17.87,7.98,-44.74,3.96,30.05,33.18,30.41
ট,-61.46,24.41,33.5,20.55,9.46,-59.0,-6.2,18.68,24.96,24.56
ট,-59.04,23.17,30.4,17.91,7.88,-47.07,1.21,26.91,31.0,28.81
ট,-58.85,19.54,25.76,14.14,5.28,-36.98,5.24,29.83,33.15,30.82
ট,-59.32,24.42,31.85,18.95,8.66,-48.39,0.84,26.51,30.59,28.61
ট,-64.05,13.76,20.91,10.87,2.76,-34.9,1.75,23.83,28.02,26.52
ট,-64.33,13.86,21.73,11.72,3.55,-37.51,1.38,23.52,27.93,26.56
ট,-64.19,18.42,28.15,17.25,7.38,-55.16,-4.65,18.43,24.73,24.42
ট,-63.85,19.15,29.17,17.87,7.95,-57.09,-5.4,17.86,24.56,24.43
ট,-60.61,21.28,30.49,18.58,8.42,-54.68,-2.13,22.52,28.18,26.95
ট,-57.89,19.58,26.23,15.22,6.34,-42.61,4.81,29.49,33.83,31.48
ট,-57.38,22.22,29.38,17.72,7.89,-48.49,2.55,27.93,32.27,29.68
ট,-57.39,22.5,29.88,17.93,8.13,-49.9,2.01,27.51,32.05,29.39
ট,-58.6,21.96,29.83,17.89,7.89,-51.36,0.46,25.63,30.67,28.43
ড,-68.46,-80.94,-62.61,20.76,5.73,-122.31,44.87,63.36,41.86,33.33
ড,-60.71,-74.31,-55.72,27.32,10.19,-103.48,6.81,49.0,45.19,35.51
ড,-54.59,-70.83,-59.29,34.21,13.57,-114.64,-34.27,31.35,34.81,27.48
ড,-54.91,-70.32,-58.31,34.32,13.96,-112.9,-26.69,34.07,36.49,28.61
ড,-59.49,-76.09,-63.9,30.15,10.87,-117.61,-22.7,40.23,34.92,28.23
ড,-58.2,-77.31,-70.44,29.82,10.85,-125.66,-35.27,40.34,33.47,27.55
ড,-58.36,-79.63,-72.75,29.64,10.27,-128.17,-58.49,35.37,30.57,25.84
ড,-52.88,-75.51,-73.68,30.29,10.16,-133.27,-75.08,16.82,26.02,22.99
ড,-54.15,-76.28,-73.99,29.05,8.94,-133.26,-80.22,14.12,25.59,22.76
ড,-52.41,-70.84,-64.04,34.51,13.58,-120.13,-49.3,21.66,29.85,24.67
ড,-53.51,-72.78,-64.62,33.33,12.8,-122.51,-51.92,21.83,29.52,24.75
ড,-53.92,-73.05,-64.56,34.03,13.25,-125.49,-52.56,23.13,28.86,24.33
ড,-54.18,-73.34,-66.41,33.13,12.51,-126.98,-56.07,24.59,28.92,24.42
ড,-54.08,-73.45,-66.26,33.1,12.6,-125.96,-57.45,24.23,29.05,24.32
ড,-55.23,-73.68,-65.58,33.25,12.77,-124.03,-51.73,26.6,30.13,25.27
ড,-54.91,-72.99,-64.08,33.31,13.05,-123.01,-48.86,26.66,30.87,25.33
ড,-54.26,-72.51,-64.19,34.03,13.0,-123.53,-51.81,24.42,29.88,24.86
ড,-55.11,-73.62,-65.24,33.06,12.74,-123.64,-52.18,26.31,30.28,25.12
ড,-54.58,-74.2,-67.6,32.28,11.69,-126.9,-57.56,25.93,29.03,24.5
ড,-51.56,-73.86,-70.81,32.13,11.49,-128.59,-64.7,20.96,26.37,22.8
ড,-51.15,-80.78,-85.09,23.64,5.74,-124.07,-103.08,129.62,28.67,26.5
ড,-52.36,-76.4,-80.5,22.84,4.96,-120.31,-147.94,139.1,30.63,27.62
ড,-54.46,-74.16,-78.62,21.96,4.54,-124.32,-165.41,136.26,30.92,27.97
ড,-54.19,-78.14,-69.45,27.74,9.22,-118.33,-24.46,53.77,35.14,29.22
ড,-54.29,-77.78,-68.95,28.02,9.63,-117.22,-22.5,52.71,35.58,29.4
ড,-54.02,-77.05,-67.8,28.22,9.63,-116.98,-21.58,52.07,35.73,29.37
ড,-53.92,-76.56,-68.05,28.63,10.05,-116.12,-20.33,53.03,36.22,29.6
ড,-54.21,-76.98,-68.11,28.42,9.67,-115.83,-20.14,53.63,36.16,29.76
ড,-54.28,-76.87,-67.89,28.39,9.73,-115.17,-17.05,54.08,36.43,29.95
ড,-54.7,-76.91,-67.96,28.0,9.36,-115.96,-19.07,53.54,36.48,29.74
ড,-54.29,-76.81,-67.57,28.29,9.45,-115.88,-18.63,52.97,36.21,29.81
ড,-54.54,-77.05,-68.26,27.89,9.37,-115.74,-17.66,54.87,36.28,29.72
ড,-54.4,-77.3,-68.55,28.01,9.41,-116.25,-20.09,53.93,36.05,29.63
ড,-54.72,-76.01,-66.36,28.49,10.39,-114.16,-13.76,53.96,37.53,30.56
ড,-53.4,-75.26,-66.7,29.33,10.82,-114.12,-18.59,51.52,36.86,29.96
ড,-51.56,-76.44,-70.33,29.31,9.99,-120.2,-34.16,44.65,32.59,27.33
ড,-52.88,-77.72,-70.62,27.86,8.71,-121.39,-30.26,49.56,33.13,27.84
ড,-51.32,-77.52,-69.98,28.92,9.97,-120.03,-33.74,48.97,34.13,28.16
ড,-51.77,-77.19,-68.51,29.59,10.26,-118.85,-26.87,49.33,35.09,28.78
ড,-52.8,-77.25,-68.58,28.52,9.65,-118.05,-23.73,51.24,35.65,29.22
ড,-52.35,-78.9,-70.28,28.82,10.17,-120.29,-33.37,48.79,33.35,27.71
ড,-52.72,-77.16,-66.58,29.23,10.58,-116.02,-23.14,49.69,35.82,29.24
ড,-52.06,-75.3,-64.78,30.7,11.59,-113.39,-21.14,47.63,36.78,29.59
ড,-52.38,-75.29,-64.96,29.77,10.74,-112.92,-19.43,49.75,37.21,30.02
ড,-53.83,-75.96,-65.09,29.03,10.3,-112.07,-13.03,52.73,37.86,30.55
ড,-51.99,-73.71,-63.43,30.93,11.74,-110.68,-16.06,49.17,37.78,30.19
ড,-51.41,-73.86,-64.21,30.83,11.58,-110.96,-19.28,47.31,37.15,29.79
ড,-54.9,-75.51,-63.79,28.61,10.49,-109.15,-5.62,55.62,39.05,31.4
ড,-49.31,-72.96,-65.69,31.51,12.02,-111.58,-26.73,40.99,34.57,27.91
ড,-48.58,-73.45,-66.26,31.56,11.72,-113.63,-30.17,39.6,33.26,27.13
ড,-47.81,-71.61,-64.55,32.64,12.42,-112.05,-28.96,37.91,33.97,27.64
ড,-49.1,-72.41,-64.84,31.78,12.16,-110.57,-22.96,42.67,35.64,28.49
ড,-51.07,-72.68,-63.91,30.82,12.1,-109.03,-14.44,48.02,37.35,29.85
ড,-55.33,-72.03,-61.14,28.61,11.06,-104.56,3.17,58.11,41.8,33.03
ড,-55.67,-72.78,-61.59,28.33,10.73,-105.49,3.3,58.17,41.49,32.83
ড,-56.85,-71.16,-59.52,27.84,10.69,-102.22,9.52,61.46,43.99,34.59
ড,-54.6,-72.65,-62.3,28.59,11.05,-105.84,0.14,56.31,40.87,32.45
ড,-49.98,-70.58,-62.32,31.88,12.94,-107.74,-14.94,44.85,38.12,30.23
ড,-51.61,-72.29,-63.39,30.42,11.72,-107.72,-11.67,48.48,38.18,30.46
ড,-54.27,-72.21,-61.94,28.65,10.83,-105.39,-0.36,55.47,40.31,32.27
ড,-54.43,-70.64,-59.97,28.94,11.4,-103.41,2.24,55.51,41.91,33.17
ড,-56.0,-72.64,-61.88,27.47,10.05,-105.23,4.93,58.18,40.84,32.76
ড,-55.7,-68.14,-57.27,28.23,11.33,-97.21,10.99,60.67,45.52,35.6
ড,-52.93,-71.24,-61.68,29.72,11.39,-106.0,-4.55,51.19,39.46,31.22
ড,-53.15,-70.82,-61.61,29.72,11.31,-105.19,-2.81,52.77,40.19,31.78
ড,-53.14,-70.57,-61.07,29.72,11.43,-104.63,-2.44,53.02,40.16,31.92
ড,-53.03,-70.97,-60.94,29.75,11.45,-104.47,-2.36,52.27,40.17,31.89
ড,-52.16,-71.85,-62.17,30.17,11.12,-106.99,-6.23,50.17,38.33,30.78
ড,-50.05,-71.35,-61.84,31.65,11.92,-107.7,-14.6,45.1,37.17,29.59
ড,-54.04,-70.32,-59.52,29.17,10.7,-102.84,1.14,54.2,41.49,32.83
ড,-50.02,-70.52,-60.52,29.93,11.26,-103.27,-4.14,51.11,40.36,32.02
ড,-50.64,-68.98,-59.28,30.18,11.5,-101.97,-2.68,51.81,40.61,32.03
ড,-52.71,-69.45,-58.9,29.33,11.38,-102.15,1.52,53.51,41.48,32.8
ড,-53.74,-69.46,-58.8,28.2,10.54,-100.62,5.27,56.53,42.21,33.55
ড,-52.17,-68.21,-57.56,29.99,11.48,-100.86,0.78,53.12,41.87,32.94
ড,-50.51,-68.12,-58.49,31.11,12.01,-102.08,-4.23,49.64,40.64,31.91
ড,-52.27,-68.09,-57.12,30.01,11.61,-99.73,1.65,53.06,42.37,33.3
ড,-52.81,-69.02,-58.9,28.8,10.72,-100.41,3.18,54.96,41.93,33.11
ড,-52.14,-67.54,-57.28,30.17,11.64,-98.7,2.94,53.95,42.59,33.35
ড,-52.31,-68.16,-58.07,29.62,11.2,-101.18,1.58,53.21,41.94,32.91
ড,-50.29,-72.86,-64.93,30.06,10.9,-107.16,-14.34,47.27,36.12,29.21
ড,-45.34,-74.48,-69.59,36.53,13.62,-115.28,-30.3,38.96,36.1,26.76
ড,-47.19,-78.79,-74.01,33.01,11.79,-117.49,-33.89,56.5,36.41,28.01
ড,-55.33,-88.51,-77.95,28.16,8.19,-113.41,165.7,93.34,35.21,28.97
ড,-57.02,-84.99,-74.21,24.91,6.35,-111.34,108.54,99.6,37.95,30.82
ড,-55.64,-87.45,-74.1,26.68,7.59,-112.79,73.75,82.73,37.12,30.19
ড,-54.7,-86.55,-73.07,27.28,7.94,-110.97,26.36,77.89,38.35,30.69
ড,-56.11,-87.47,-74.21,25.87,6.88,-113.46,54.83,84.21,37.47,30.36
ড,-54.68,-86.93,-74.02,26.72,7.54,-110.78,17.77,78.92,37.35,30.07
ড,-54.33,-85.7,-72.52,28.09,8.62,-111.45,4.26,71.61,37.8,30.37
ড,-53.62,-83.76,-71.58,28.77,9.16,-108.82,1.92,69.18,38.3,30.53
ড,-54.13,-85.35,-72.74,28.11,8.63,-110.64,4.29,69.64,37.22,29.93
ড,-52.48,-85.98,-74.91,28.92,9.08,-112.53,-23.74,66.12,35.35,28.61
ড,-51.17,-84.06,-74.3,29.74,9.66,-110.69,-27.65,62.5,35.44,28.53
ড,-50.08,-82.56,-73.35,31.06,10.6,-110.62,-28.72,56.43,35.34,28.21
ড,-49.06,-81.43,-73.48,31.6,10.76,-109.77,-31.73,52.49,34.73,27.77
ড,-50.43,-83.34,-73.63,30.73,10.24,-109.55,-27.37,57.27,35.47,28.26
ড,-52.11,-82.88,-71.22,30.21,9.9,-106.74,-2.58,64.14,38.2,30.2
ড,-51.75,-81.54,-72.52,29.97,9.94,-108.36,-7.65,58.81,36.43,29.07
ড,-54.69,-81.2,-70.86,27.34,8.5,-105.31,19.03,72.16,39.21,31.18
ড,-55.05,-81.18,-69.97,27.08,7.97,-106.06,16.72,68.78,39.04,31.31
ড,-53.08,-82.3,-71.69,27.91,8.32,-107.69,1.97,64.57,37.16,29.81
ড,-55.34,-81.79,-69.83,26.86,7.93,-106.31,18.19,68.78,38.91,31.04
ড,-56.18,-79.5,-68.17,26.6,8.0,-103.99,26.53,72.39,40.69,32.34
ড,-53.97,-81.91,-70.59,27.55,8.33,-107.31,7.5,65.38,37.72,30.34
ড,-48.49,-79.0,-71.09,31.85,11.15,-108.16,-20.29,50.35,35.46,28.13
ড,-52.55,-78.36,-68.34,29.07,9.79,-103.87,4.47,63.05,39.75,31.18
ড,-53.16,-78.22,-68.44,29.12,9.82,-103.36,9.13,65.79,40.16,31.45
ড,-54.24,-77.34,-66.95,28.76,9.71,-102.18,14.45,66.73,41.37,32.27
ড,-54.5,-77.44,-67.32,27.74,9.21,-101.01,16.77,68.92,41.53,32.69
ড,-55.71,-77.9,-67.29,27.35,9.06,-102.15,20.32,70.37,41.62,32.56
ড,-54.98,-76.5,-65.6,27.93,9.49,-100.24,19.09,68.32,42.44,33.12
ড,-57.09,-77.9,-66.82,26.03,8.1,-102.08,27.86,74.27,42.1,33.26
ড,-52.69,-77.15,-67.18,29.67,10.26,-101.72,7.93,62.75,40.76,31.6
ড,-56.29,-76.45,-66.49,26.72,8.02,-102.32,20.27,70.44,41.87,32.96
ড,-53.59,-76.97,-67.73,30.46,10.32,-115.37,-4.76,56.7,37.66,29.88
ড,-51.91,-83.04,-76.25,26.87,6.88,-127.22,-38.73,55.4,31.01,26.28
ড,-50.59,-81.25,-77.31,26.16,6.52,-126.94,-46.74,49.85,28.95,24.8
ড,-52.39,-80.02,-73.47,27.62,7.91,-122.67,-20.79,55.03,32.44,27.0
ড,-43.94,-74.3,-75.15,30.47,8.9,-123.21,-57.06,20.79,25.63,22.29
ড,-47.14,-75.59,-73.29,30.64,9.64,-120.29,-37.91,35.51,29.26,24.47
ড,-48.5,-77.5,-74.14,29.45,8.75,-120.72,-36.68,39.61,29.39,24.75
ড,-51.41,-79.39,-74.67,27.03,7.1,-120.49,-27.81,50.79,31.14,26.28
ড,-50.41,-78.67,-74.7,28.25,8.06,-120.61,-31.8,45.81,30.31,25.6
ড,-46.67,-75.75,-73.38,30.87,9.49,-119.8,-42.31,31.68,28.59,24.14
ড,-49.8,-77.94,-73.59,29.11,8.36,-117.97,-30.09,45.03,31.17,26.01
ড,-50.42,-78.99,-74.49,27.58,7.5,-118.28,-29.73,46.96,31.08,25.97
ড,-48.55,-77.5,-73.61,29.46,8.77,-117.35,-35.49,40.34,30.09,25.18
ড,-51.86,-78.99,-72.68,28.45,8.24,-119.86,-22.74,49.49,32.29,26.92
ড,-51.04,-78.53,-72.76,28.46,8.34,-115.71,-22.58,49.07,32.19,26.73
ড,-49.77,-77.5,-72.71,28.99,8.65,-116.46,-28.59,43.0,31.09,25.97
ড,-51.86,-78.19,-71.08,28.37,8.23,-115.3,-17.96,49.89,32.93,27.13
ড,-52.02,-78.04,-71.5,27.9,7.66,-114.56,-15.95,51.67,33.24,27.42
ড,-50.2,-77.99,-73.05,28.56,8.41,-115.81,-28.4,43.66,30.86,25.76
ড,-50.26,-76.82,-70.99,29.6,9.26,-114.38,-23.03,43.35,31.97,26.25
ড,-55.13,-78.63,-69.86,26.26,7.32,-112.88,2.1,59.08,35.47,29.14
ড,-53.89,-77.43,-70.2,27.17,7.78,-111.29,-4.7,55.77,35.16,28.65
ড,-52.6,-75.75,-68.52,28.94,8.73,-110.55,-8.14,50.76,34.99,28.35
ড,-53.42,-78.23,-70.88,26.94,6.95,-113.91,-9.19,53.16,33.85,27.92
ড,-52.37,-74.37,-66.73,29.08,9.3,-107.06,-4.17,52.12,37.27,29.81
ড,-54.71,-76.74,-68.72,26.97,7.59,-108.58,1.26,58.61,36.72,29.67
ড,-58.48,-76.79,-67.6,24.13,6.04,-106.4,19.71,68.9,39.02,31.64
ড,-56.62,-77.49,-68.8,25.34,6.56,-109.73,9.61,63.55,37.13,30.35
ড,-52.74,-74.61,-67.07,28.98,9.31,-107.51,-4.54,52.17,36.48,29.2
